timestamp, temp (C), temp (F)
2018-06-29 21:45:19, 24.062000, 75.311600
2018-06-29 21:45:30, 24.062000, 75.311600
2018-06-29 21:45:41, 24.062000, 75.311600
2018-06-29 21:45:52, 24.062000, 75.311600
2018-06-29 21:46:02, 24.062000, 75.311600
2018-06-29 21:46:13, 24.062000, 75.311600
2018-06-29 21:46:24, 24.062000, 75.311600
2018-06-29 21:46:35, 24.125000, 75.425000
2018-06-29 21:46:46, 24.125000, 75.425000
2018-06-29 21:46:57, 24.125000, 75.425000
2018-06-29 21:47:07, 24.125000, 75.425000
2018-06-29 21:47:18, 24.125000, 75.425000
2018-06-29 21:47:29, 24.125000, 75.425000
2018-06-29 21:47:40, 24.125000, 75.425000
2018-06-29 21:47:51, 24.187000, 75.536600
2018-06-29 21:48:01, 24.187000, 75.536600
2018-06-29 21:48:12, 24.187000, 75.536600
2018-06-29 21:48:23, 24.187000, 75.536600
2018-06-29 21:48:34, 24.187000, 75.536600
2018-06-29 21:48:45, 24.187000, 75.536600
2018-06-29 21:48:55, 24.187000, 75.536600
2018-06-29 21:49:06, 24.187000, 75.536600
2018-06-29 21:49:17, 24.187000, 75.536600
2018-06-29 21:49:28, 24.187000, 75.536600
2018-06-29 21:49:39, 24.250000, 75.650000
2018-06-29 21:49:49, 24.187000, 75.536600
2018-06-29 21:50:00, 24.250000, 75.650000
2018-06-29 21:50:11, 24.250000, 75.650000
2018-06-29 21:50:22, 24.187000, 75.536600
2018-06-29 21:50:33, 24.250000, 75.650000
2018-06-29 21:50:43, 24.250000, 75.650000
2018-06-29 21:50:54, 24.250000, 75.650000
2018-06-29 21:51:05, 24.250000, 75.650000
2018-06-29 21:51:16, 24.250000, 75.650000
2018-06-29 21:51:27, 24.250000, 75.650000
2018-06-29 21:51:37, 24.250000, 75.650000
2018-06-29 21:51:48, 24.250000, 75.650000
2018-06-29 21:51:59, 24.250000, 75.650000
2018-06-29 21:52:10, 24.250000, 75.650000
2018-06-29 21:52:21, 24.250000, 75.650000
2018-06-29 21:52:32, 24.250000, 75.650000
2018-06-29 21:52:42, 24.250000, 75.650000
2018-06-29 21:52:53, 24.250000, 75.650000
2018-06-29 21:53:04, 24.250000, 75.650000
2018-06-29 21:53:15, 24.250000, 75.650000
2018-06-29 21:53:26, 24.250000, 75.650000
2018-06-29 21:53:36, 24.250000, 75.650000
2018-06-29 21:53:47, 24.250000, 75.650000
2018-06-29 21:53:58, 24.250000, 75.650000
2018-06-29 21:54:09, 24.250000, 75.650000
2018-06-29 21:54:20, 24.250000, 75.650000
2018-06-29 21:54:30, 24.250000, 75.650000
2018-06-29 21:54:41, 24.250000, 75.650000
2018-06-29 21:54:52, 24.250000, 75.650000
2018-06-29 21:55:03, 24.312000, 75.761600
2018-06-29 21:55:14, 24.312000, 75.761600
2018-06-29 21:55:24, 24.312000, 75.761600
2018-06-29 21:55:35, 24.312000, 75.761600
2018-06-29 21:55:46, 24.250000, 75.650000
2018-06-29 21:55:57, 24.250000, 75.650000
2018-06-29 21:56:08, 24.312000, 75.761600
2018-06-29 21:56:18, 24.312000, 75.761600
2018-06-29 21:56:29, 24.312000, 75.761600
2018-06-29 21:56:40, 24.312000, 75.761600
2018-06-29 21:56:51, 24.312000, 75.761600
2018-06-29 21:57:02, 24.312000, 75.761600
2018-06-29 21:57:12, 24.312000, 75.761600
2018-06-29 21:57:23, 24.312000, 75.761600
2018-06-29 21:57:34, 24.312000, 75.761600
2018-06-29 21:57:45, 24.312000, 75.761600
2018-06-29 21:57:56, 24.312000, 75.761600
2018-06-29 21:58:06, 24.312000, 75.761600
2018-06-29 21:58:17, 24.312000, 75.761600
2018-06-29 21:58:28, 24.312000, 75.761600
2018-06-29 21:58:39, 24.312000, 75.761600
2018-06-29 21:58:50, 24.312000, 75.761600
2018-06-29 21:59:00, 24.375000, 75.875000
2018-06-29 21:59:11, 24.375000, 75.875000
2018-06-29 21:59:22, 24.375000, 75.875000
2018-06-29 21:59:33, 24.375000, 75.875000
2018-06-29 21:59:44, 24.375000, 75.875000
2018-06-29 21:59:55, 24.375000, 75.875000
2018-06-29 22:00:05, 24.375000, 75.875000
2018-06-29 22:00:16, 24.375000, 75.875000
2018-06-29 22:00:27, 24.375000, 75.875000
2018-06-29 22:00:38, 24.375000, 75.875000
2018-06-29 22:00:49, 24.375000, 75.875000
2018-06-29 22:00:59, 24.375000, 75.875000
2018-06-29 22:01:10, 24.375000, 75.875000
2018-06-29 22:01:21, 24.375000, 75.875000
2018-06-29 22:01:32, 24.375000, 75.875000
2018-06-29 22:01:43, 24.375000, 75.875000
2018-06-29 22:01:53, 24.375000, 75.875000
2018-06-29 22:02:04, 24.375000, 75.875000
2018-06-29 22:02:15, 24.375000, 75.875000
2018-06-29 22:02:26, 24.375000, 75.875000
2018-06-29 22:02:37, 24.375000, 75.875000
2018-06-29 22:02:47, 24.375000, 75.875000
2018-06-29 22:02:58, 24.375000, 75.875000
2018-06-29 22:03:09, 24.375000, 75.875000
2018-06-29 22:03:20, 24.375000, 75.875000
2018-06-29 22:03:31, 24.375000, 75.875000
2018-06-29 22:03:41, 24.375000, 75.875000
2018-06-29 22:03:52, 24.375000, 75.875000
2018-06-29 22:04:03, 24.375000, 75.875000
2018-06-29 22:04:14, 24.375000, 75.875000
2018-06-29 22:04:25, 24.375000, 75.875000
2018-06-29 22:04:35, 24.375000, 75.875000
2018-06-29 22:04:46, 24.375000, 75.875000
2018-06-29 22:04:57, 24.375000, 75.875000
2018-06-29 22:05:08, 24.312000, 75.761600
2018-06-29 22:05:19, 24.312000, 75.761600
2018-06-29 22:05:29, 24.312000, 75.761600
2018-06-29 22:05:40, 24.312000, 75.761600
2018-06-29 22:05:51, 24.312000, 75.761600
2018-06-29 22:06:02, 24.312000, 75.761600
2018-06-29 22:06:13, 24.312000, 75.761600
2018-06-29 22:06:24, 24.312000, 75.761600
2018-06-29 22:06:34, 24.312000, 75.761600
2018-06-29 22:06:45, 24.312000, 75.761600
2018-06-29 22:06:56, 24.312000, 75.761600
2018-06-29 22:07:07, 24.312000, 75.761600
2018-06-29 22:07:18, 24.250000, 75.650000
2018-06-29 22:07:28, 24.250000, 75.650000
2018-06-29 22:07:39, 24.250000, 75.650000
2018-06-29 22:07:50, 24.250000, 75.650000
2018-06-29 22:08:01, 24.250000, 75.650000
2018-06-29 22:08:12, 24.250000, 75.650000
2018-06-29 22:08:22, 24.250000, 75.650000
2018-06-29 22:08:33, 24.250000, 75.650000
2018-06-29 22:08:44, 24.250000, 75.650000
2018-06-29 22:08:55, 24.250000, 75.650000
2018-06-29 22:09:06, 24.250000, 75.650000
2018-06-29 22:09:16, 24.250000, 75.650000
2018-06-29 22:09:27, 24.250000, 75.650000
2018-06-29 22:09:38, 24.250000, 75.650000
2018-06-29 22:09:49, 24.250000, 75.650000
2018-06-29 22:10:00, 24.250000, 75.650000
2018-06-29 22:10:10, 24.250000, 75.650000
2018-06-29 22:10:21, 24.250000, 75.650000
2018-06-29 22:10:32, 24.250000, 75.650000
2018-06-29 22:10:43, 24.312000, 75.761600
2018-06-29 22:10:54, 24.312000, 75.761600
2018-06-29 22:11:04, 24.312000, 75.761600
2018-06-29 22:11:15, 24.250000, 75.650000
2018-06-29 22:11:26, 24.312000, 75.761600
2018-06-29 22:11:37, 24.250000, 75.650000
2018-06-29 22:11:48, 24.250000, 75.650000
2018-06-29 22:11:58, 24.250000, 75.650000
2018-06-29 22:12:09, 24.250000, 75.650000
2018-06-29 22:12:20, 24.250000, 75.650000
2018-06-29 22:12:31, 24.250000, 75.650000
2018-06-29 22:12:42, 24.250000, 75.650000
2018-06-29 22:12:52, 24.250000, 75.650000
2018-06-29 22:13:03, 24.187000, 75.536600
2018-06-29 22:13:14, 24.250000, 75.650000
2018-06-29 22:13:25, 24.187000, 75.536600
2018-06-29 22:13:36, 24.187000, 75.536600
2018-06-29 22:13:47, 24.187000, 75.536600
2018-06-29 22:13:57, 24.250000, 75.650000
2018-06-29 22:14:08, 24.250000, 75.650000
2018-06-29 22:14:19, 24.250000, 75.650000
2018-06-29 22:14:30, 24.250000, 75.650000
2018-06-29 22:14:41, 24.250000, 75.650000
2018-06-29 22:14:51, 24.250000, 75.650000
2018-06-29 22:15:02, 24.250000, 75.650000
2018-06-29 22:15:13, 24.250000, 75.650000
2018-06-29 22:15:24, 24.250000, 75.650000
2018-06-29 22:15:35, 24.250000, 75.650000
2018-06-29 22:15:45, 24.250000, 75.650000
2018-06-29 22:15:56, 24.250000, 75.650000
2018-06-29 22:16:07, 24.250000, 75.650000
2018-06-29 22:16:18, 24.250000, 75.650000
2018-06-29 22:16:29, 24.187000, 75.536600
2018-06-29 22:16:39, 24.187000, 75.536600
2018-06-29 22:16:50, 24.187000, 75.536600
2018-06-29 22:17:01, 24.187000, 75.536600
2018-06-29 22:17:12, 24.187000, 75.536600
2018-06-29 22:17:23, 24.187000, 75.536600
2018-06-29 22:17:33, 24.187000, 75.536600
2018-06-29 22:17:44, 24.187000, 75.536600
2018-06-29 22:17:55, 24.187000, 75.536600
2018-06-29 22:18:06, 24.187000, 75.536600
2018-06-29 22:18:17, 24.187000, 75.536600
2018-06-29 22:18:27, 24.187000, 75.536600
2018-06-29 22:18:38, 24.187000, 75.536600
2018-06-29 22:18:49, 24.187000, 75.536600
2018-06-29 22:19:00, 24.187000, 75.536600
2018-06-29 22:19:11, 24.187000, 75.536600
2018-06-29 22:19:22, 24.187000, 75.536600
2018-06-29 22:19:32, 24.187000, 75.536600
2018-06-29 22:19:43, 24.187000, 75.536600
2018-06-29 22:19:54, 24.187000, 75.536600
2018-06-29 22:20:05, 24.187000, 75.536600
2018-06-29 22:20:16, 24.187000, 75.536600
2018-06-29 22:20:26, 24.187000, 75.536600
2018-06-29 22:20:37, 24.187000, 75.536600
2018-06-29 22:20:48, 24.187000, 75.536600
2018-06-29 22:20:59, 24.187000, 75.536600
2018-06-29 22:21:10, 24.187000, 75.536600
2018-06-29 22:21:20, 24.125000, 75.425000
2018-06-29 22:21:31, 24.187000, 75.536600
2018-06-29 22:21:42, 24.187000, 75.536600
2018-06-29 22:21:53, 24.187000, 75.536600
2018-06-29 22:22:04, 24.187000, 75.536600
2018-06-29 22:22:14, 24.187000, 75.536600
2018-06-29 22:22:25, 24.187000, 75.536600
2018-06-29 22:22:36, 24.187000, 75.536600
2018-06-29 22:22:47, 24.187000, 75.536600
2018-06-29 22:22:58, 24.187000, 75.536600
2018-06-29 22:23:08, 24.187000, 75.536600
2018-06-29 22:23:19, 24.187000, 75.536600
2018-06-29 22:23:30, 24.187000, 75.536600
2018-06-29 22:23:41, 24.187000, 75.536600
2018-06-29 22:23:52, 24.187000, 75.536600
2018-06-29 22:24:02, 24.187000, 75.536600
2018-06-29 22:24:13, 24.187000, 75.536600
2018-06-29 22:24:24, 24.187000, 75.536600
2018-06-29 22:24:35, 24.187000, 75.536600
2018-06-29 22:24:46, 24.187000, 75.536600
2018-06-29 22:24:56, 24.187000, 75.536600
2018-06-29 22:25:07, 24.187000, 75.536600
2018-06-29 22:25:18, 24.187000, 75.536600
2018-06-29 22:25:29, 24.187000, 75.536600
2018-06-29 22:25:40, 24.187000, 75.536600
2018-06-29 22:25:51, 24.187000, 75.536600
2018-06-29 22:26:01, 24.187000, 75.536600
2018-06-29 22:26:12, 24.187000, 75.536600
2018-06-29 22:26:23, 24.187000, 75.536600
2018-06-29 22:26:34, 24.187000, 75.536600
2018-06-29 22:26:45, 24.187000, 75.536600
2018-06-29 22:26:55, 24.187000, 75.536600
2018-06-29 22:27:06, 24.187000, 75.536600
2018-06-29 22:27:17, 24.187000, 75.536600
2018-06-29 22:27:28, 24.250000, 75.650000
2018-06-29 22:27:39, 24.187000, 75.536600
2018-06-29 22:27:49, 24.187000, 75.536600
2018-06-29 22:28:00, 24.250000, 75.650000
2018-06-29 22:28:11, 24.187000, 75.536600
2018-06-29 22:28:22, 24.250000, 75.650000
2018-06-29 22:28:33, 24.187000, 75.536600
2018-06-29 22:28:43, 24.187000, 75.536600
2018-06-29 22:28:54, 24.187000, 75.536600
2018-06-29 22:29:05, 24.187000, 75.536600
2018-06-29 22:29:16, 24.187000, 75.536600
2018-06-29 22:29:27, 24.187000, 75.536600
2018-06-29 22:29:37, 24.187000, 75.536600
2018-06-29 22:29:48, 24.250000, 75.650000
2018-06-29 22:29:59, 24.250000, 75.650000
2018-06-29 22:30:10, 24.187000, 75.536600
2018-06-29 22:30:21, 24.187000, 75.536600
2018-06-29 22:30:31, 24.187000, 75.536600
2018-06-29 22:30:42, 24.187000, 75.536600
2018-06-29 22:30:53, 24.187000, 75.536600
2018-06-29 22:31:04, 24.250000, 75.650000
2018-06-29 22:31:15, 24.250000, 75.650000
2018-06-29 22:31:25, 24.250000, 75.650000
2018-06-29 22:31:36, 24.250000, 75.650000
2018-06-29 22:31:47, 24.250000, 75.650000
2018-06-29 22:31:58, 24.250000, 75.650000
2018-06-29 22:32:09, 24.250000, 75.650000
2018-06-29 22:32:20, 24.250000, 75.650000
2018-06-29 22:32:30, 24.250000, 75.650000
2018-06-29 22:32:41, 24.250000, 75.650000
2018-06-29 22:32:52, 24.250000, 75.650000
2018-06-29 22:33:03, 24.250000, 75.650000
2018-06-29 22:33:14, 24.250000, 75.650000
2018-06-29 22:33:24, 24.250000, 75.650000
2018-06-29 22:33:35, 24.250000, 75.650000
2018-06-29 22:33:46, 24.250000, 75.650000
2018-06-29 22:33:57, 24.250000, 75.650000
2018-06-29 22:34:08, 24.250000, 75.650000
2018-06-29 22:34:18, 24.250000, 75.650000
2018-06-29 22:34:29, 24.250000, 75.650000
2018-06-29 22:34:40, 24.250000, 75.650000
2018-06-29 22:34:51, 24.250000, 75.650000
2018-06-29 22:35:02, 24.250000, 75.650000
2018-06-29 22:35:12, 24.187000, 75.536600
2018-06-29 22:35:23, 24.250000, 75.650000
2018-06-29 22:35:34, 24.187000, 75.536600
2018-06-29 22:35:45, 24.187000, 75.536600
2018-06-29 22:35:56, 24.187000, 75.536600
2018-06-29 22:36:06, 24.187000, 75.536600
2018-06-29 22:36:17, 24.187000, 75.536600
2018-06-29 22:36:28, 24.187000, 75.536600
2018-06-29 22:36:39, 24.187000, 75.536600
2018-06-29 22:36:50, 24.187000, 75.536600
2018-06-29 22:37:00, 24.187000, 75.536600
2018-06-29 22:37:11, 24.187000, 75.536600
2018-06-29 22:37:22, 24.187000, 75.536600
2018-06-29 22:37:33, 24.187000, 75.536600
2018-06-29 22:37:44, 24.187000, 75.536600
2018-06-29 22:37:54, 24.187000, 75.536600
2018-06-29 22:38:05, 24.187000, 75.536600
2018-06-29 22:38:16, 24.187000, 75.536600
2018-06-29 22:38:27, 24.125000, 75.425000
2018-06-29 22:38:38, 24.125000, 75.425000
2018-06-29 22:38:49, 24.125000, 75.425000
2018-06-29 22:38:59, 24.125000, 75.425000
2018-06-29 22:39:10, 24.125000, 75.425000
2018-06-29 22:39:21, 24.125000, 75.425000
2018-06-29 22:39:32, 24.125000, 75.425000
2018-06-29 22:39:43, 24.125000, 75.425000
